Price,Bedroom_qty,Bathroom_qty,Floor_size,Address,City_region,City,List_type,Date,Land_width,Land_depth
"$442,900 ",1,1,764,101 11917 Burnett Street,East Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$3,700,000 ",3,2,2514,10760 277 Street,Whonnock,Maple Ridge,House,7/20/2021,448,1150
"$255,000 ",1,1,678,107 12096 222 Street,West Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$750,000 ",3,3,1616,8 11536 236 Street,Cottonwood,Maple Ridge,Townhouse,7/20/2021,,
"$439,000 ",2,2,1054,13 12049 217 Street,West Central Maple Ridge,Maple Ridge,Townhouse,7/20/2021,,
"$1,199,800 ",4,2,2513,21642 River Road,West Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$589,000 ",1,1,635,2103 258 Nelson's Court,Sapperton,New Westminster,Apt/Condo,7/20/2021,,
"$525,000 ",1,1,526,1508 668 Columbia Street,New Westminster Quay,New Westminster,Apt/Condo,7/20/2021,,
"$1,398,900 ",5,4,2979,1182 Sparks Court,Queensborough,New Westminster,House,7/20/2021,59,101
"$958,000 ",3,3,1651,17 1211 Ewen Avenue,Queensborough,New Westminster,Townhouse,7/20/2021,,
"$939,900 ",3,3,1416,9 189 Wood Street,Queensborough,New Westminster,Townhouse,7/20/2021,,
"$1,988,000 ",5,5,2701,450 Wilson Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$1,198,000 ",3,3,1603,2 229 Eleventh Street,Uptown,New Westminster,Townhouse,7/20/2021,,
"$559,000 ",1,1,741,2208 608 Belmont Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$655,000 ",3,3,1438,9 21409 Dewdney Trunk Road,West Central Maple Ridge,Maple Ridge,Townhouse,7/20/2021,,
"$1,525,000 ",6,6,3988,13722 232a Street,Silver Valley,Maple Ridge,House,7/20/2021,,
"$2,400,000 ",2,2,2372,26809 118 Avenue,Northeast Maple Ridge,Maple Ridge,House,7/20/2021,266,1308
"$425,000 ",2,2,1033,213 22277 122 Avenue,West Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$489,000 ",2,2,889,110 20331 Dewdney Trunk Road,Northwest Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$1,549,999 ",3,4,4189,10969 280 Street,Whonnock,Maple Ridge,House,7/20/2021,349,404
"$1,168,800 ",5,4,3115,11367 Creekside Street,Cottonwood,Maple Ridge,House,7/20/2021,55,92
"$489,900 ",2,2,1131,310 11580 223 Street,West Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$1,068,000 ",4,4,2506,106 22032 119th Avenue,West Central Maple Ridge,Maple Ridge,Townhouse,7/20/2021,,
"$1,598,000 ",5,2,2126,22058 119th Avenue,West Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,888,888 ",5,3,2922,520 E Columbia Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$859,000 ",3,3,1400,4 230 Salter Street,Queensborough,New Westminster,Townhouse,7/20/2021,,
"$1,550,000 ",5,5,2605,190 Spagnol Street,Queensborough,New Westminster,House,7/20/2021,58,90
"$618,000 ",2,2,802,2506 888 Carnarvon Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$455,000 ",2,1,929,301 509 Carnarvon Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$1,499,000 ",2,2,2210,1702 320 Royal Avenue,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$1,600,000 ",5,4,2632,507 Seventh Avenue,Glenbrooke North,New Westminster,Multifamily,7/20/2021,49,132
"$2,690,000 ",3,1,1976,217 Jardine Street,Queensborough,New Westminster,House,7/20/2021,70,292
"$479,000 ",2,2,919,715 1310 Cariboo Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$2,399,000 ",5,4,4596,12238 269 Street,Northeast Maple Ridge,Maple Ridge,House,7/20/2021,233,323
"$1,180,000 ",2,2,1160,1803 188 Agnes Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$8,888,800 ",6,8,6230,1160 Boundary Bay Road,Boundary Beach,Delta,House,7/20/2021,,
"$399,900 ",1,1,489,404 1792 Starling Drive,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$899,900 ",2,2,1310,415 1120 Tsatsu Shores Drive,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$1,599,000 ",8,5,3951,8313 116 Street,Scottsdale,Delta,House,7/20/2021,,
"$699,000 ",3,2,1156,2 8447 115 Street,Annieville,Delta,Apt/Condo,7/20/2021,,
"$588,000 ",1,1,696,1204 2975 Atlantic Avenue,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$689,900 ",2,2,781,907 567 Clarke Road,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$519,000 ",1,1,519,2608 2955 Atlantic Avenue,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$1,219,000 ",3,3,1435,703 711 Breslay Street,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,780,000 ",3,3,2018,Ph01 2979 Glen Drive,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$2,800,000 ",7,6,5754,36 Georgia Wynd,Pebble Hill,Delta,House,7/20/2021,100,69
"$1,550,000 ",2,3,1898,333 6505 3 Avenue,Boundary Beach,Delta,Townhouse,7/20/2021,,
"$1,499,900 ",4,3,2540,6460 Mckenzie Drive,Sunshine Hills Woods,Delta,House,7/20/2021,77,142
"$3,588,000 ",7,6,6061,353 55 Street,Pebble Hill,Delta,House,7/20/2021,80,134
"$999,000 ",4,4,1858,47 5510 Admiral Way,Neilsen Grove,Delta,Townhouse,7/20/2021,,
"$1,589,000 ",4,3,2741,6848 Dover Place,Sunshine Hills Woods,Delta,House,7/20/2021,63,94
"$1,998,888 ",6,3,2953,5125 S Whitworth Crescent,Ladner Elementary,Delta,House,7/20/2021,80,145
"$1,389,000 ",4,3,2115,632 Chapman Avenue,Coquitlam West,Coquitlam,House,7/20/2021,65,103
"$699,900 ",2,2,1037,516 1330 Genest Way,Westwood Plateau,Coquitlam,Apt/Condo,7/20/2021,,
"$1,398,000 ",3,3,1671,717 Clarke Road,Coquitlam West,Coquitlam,Duplex,7/20/2021,56,223
"$1,238,000 ",4,4,2051,30 1221 Rocklin Street,Burke Mountain,Coquitlam,Townhouse,7/20/2021,,
"$1,748,800 ",7,4,5472,715 Clearwater Way,Coquitlam East,Coquitlam,House,7/20/2021,,
"$615,000 ",2,2,848,304 630 Como Lake Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,298,800 ",3,2,1478,2706 Alice Lake Place,Coquitlam East,Coquitlam,House,7/20/2021,,
"$1,588,800 ",4,3,2566,1640 Eden Avenue,Central Coquitlam,Coquitlam,House,7/20/2021,73,106
"$725,000 ",2,2,1162,505 2950 Panorama Drive,Westwood Plateau,Coquitlam,Apt/Condo,7/20/2021,,
"$719,900 ",3,2,1342,107 4808 Linden Drive,Hawthorne,Delta,Townhouse,7/20/2021,,
"$759,000 ",3,2,1482,168 5421 10 Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$1,090,000 ",3,2,1503,4926 53 Street,Hawthorne,Delta,House,7/20/2021,,
"$399,000 ",1,1,532,420 1792 Starling Drive,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$569,000 ",2,2,1010,205 4768 53 Street,Delta Manor,Delta,Apt/Condo,7/20/2021,,
"$969,900 ",2,2,1365,408 4977 Springs Boulevard,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$1,149,900 ",5,2,2030,11189 82 Avenue,Nordel,Delta,House,7/20/2021,67,100
"$1,988,000 ",5,3,2866,4817 English Bluff Court,Tsawwassen Central,Delta,House,7/20/2021,,
"$568,800 ",1,1,591,1508 3007 Glen Drive,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$665,000 ",2,2,993,404 827 Roderick Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$3,100,000 ",5,3,1820,703 Quadling Avenue,Coquitlam West,Coquitlam,House,7/20/2021,,
"$562,000 ",2,2,969,402 1148 Heffley Crescent,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$2,299,900 ",6,7,4936,1644 Austin Avenue,Central Coquitlam,Coquitlam,House,7/20/2021,64,117
"$1,150,000 ",5,3,2070,12078 Greenwell Street,East Central Maple Ridge,Maple Ridge,House,7/20/2021,103,70
"$950,000 ",2,2,2318,22127 Cliff Avenue,West Central Maple Ridge,Maple Ridge,House,7/20/2021,66,165
"$1,629,000 ",6,6,4426,10855 Morrisette Place,Thornhill,Maple Ridge,House,7/20/2021,,
"$499,900 ",2,1,1003,3 23560 119 Avenue,Cottonwood,Maple Ridge,Townhouse,7/20/2021,,
"$698,000 ",3,2,1303,1002 220 Eleventh Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$1,388,000 ",4,2,1899,120 Glover Avenue,Glenbrooke North,New Westminster,House,7/20/2021,,
"$1,498,000 ",4,4,2264,4 909 First Street,Glenbrooke North,New Westminster,Townhouse,7/20/2021,,
"$948,000 ",2,2,1228,204 210 Salter Street,Queensborough,New Westminster,Apt/Condo,7/20/2021,,
"$499,900 ",1,1,579,1209 898 Carnarvon Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$400,000 ",1,1,649,111 836 Twelfth Street,West End,New Westminster,Apt/Condo,7/20/2021,,
"$799,000 ",2,2,1248,805 615 Hamilton Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$1,988,000 ",4,3,2595,22416 129 Avenue,East Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,188,000 ",5,3,2650,11953 Evans Street,West Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,950,000 ",5,2,2062,21640 128 Avenue,West Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,299,000 ",7,4,3725,22477 121 Avenue,East Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$5,300,000 ",4,2,2374,12310-12336 240 Street,East Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$520,000 ",2,2,797,107 11641 227 Street,East Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$1,498,000 ",4,4,2264,3 909 First Street,Glenbrooke North,New Westminster,Townhouse,7/20/2021,,
"$729,000 ",2,2,1009,503 210 Salter Street,Queensborough,New Westminster,Apt/Condo,7/20/2021,,
"$999,900 ",3,2,2091,401 5 Renaissance Square,New Westminster Quay,New Westminster,Apt/Condo,7/20/2021,,
"$1,198,000 ",3,3,1603,1 229 Eleventh Street,Uptown,New Westminster,Duplex,7/20/2021,,
"$1,498,000 ",3,4,2264,2 909 First Street,Glenbrooke North,New Westminster,Townhouse,7/20/2021,,
"$1,599,000 ",3,2,1886,525 Thirteenth Street,Uptown,New Westminster,House,7/20/2021,43,183
"$549,800 ",3,2,1534,403 534 Sixth Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$998,000 ",3,4,2662,26 72 Jamieson Court,Fraserview,New Westminster,Townhouse,7/20/2021,,
"$1,498,000 ",3,4,2264,1 909 First Street,Glenbrooke North,New Westminster,Townhouse,7/20/2021,,
"$549,900 ",0,2,989,109 258 Sixth Street,Uptown,New Westminster,Townhouse,7/20/2021,,
"$1,048,800 ",5,4,2704,23413 Kanaka Way,Cottonwood,Maple Ridge,House,7/20/2021,29,100
"$1,229,000 ",4,3,2142,21225 Douglas Avenue,Northwest Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,375,000 ",6,4,4669,13165 239b Street,Silver Valley,Maple Ridge,House,7/20/2021,,
"$1,889,800 ",3,2,1843,12250 Mcnutt Road,Northeast Maple Ridge,Maple Ridge,House,7/20/2021,,
"$368,000 ",1,1,710,403 11665 Haney Bypass,West Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$1,999,900 ",3,5,4544,26293 126 Avenue,Websters Corners,Maple Ridge,House,7/20/2021,305,0
"$568,000 ",2,1,1011,1105 1026 Queens Avenue,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$1,299,000 ",2,2,1469,418 5 K De K Court,New Westminster Quay,New Westminster,Apt/Condo,7/20/2021,,
"$1,600,000 ",6,6,2701,11878 87 Avenue,Annieville,Delta,House,7/20/2021,37,101
"$1,648,000 ",4,3,2423,1693 Spyglass Crescent,Cliff Drive,Delta,House,7/20/2021,50,98
"$1,888,000 ",3,3,2554,193 English Bluff Road,English Bluff,Delta,House,7/20/2021,,
"$1,148,800 ",0,,,4535 66 Street,Holly,Delta,Land/Lot,7/20/2021,64,131
"$1,390,000 ",5,4,3336,985 Gale Drive,Tsawwassen Central,Delta,House,7/20/2021,76,115
"$4,880,000 ",5,6,7493,667 English Bluff Road,English Bluff,Delta,House,7/20/2021,,
"$2,049,999 ",5,5,3967,5468 52 Avenue,Hawthorne,Delta,House,7/20/2021,49,142
"$550,000 ",2,2,932,216 1315 56 Street,Cliff Drive,Delta,Apt/Condo,7/20/2021,,
"$488,000 ",1,1,699,312 11501 84 Avenue,Annieville,Delta,Apt/Condo,7/20/2021,,
"$1,700,000 ",6,3,3381,805 Poirier Street,Harbour Place,Coquitlam,House,7/20/2021,56,142
"$2,550,000 ",5,2,2100,704 Robinson Street,Coquitlam West,Coquitlam,House,7/20/2021,,
"$849,000 ",3,2,1228,3000 Alderbrook Place,Meadow Brook,Coquitlam,House,7/20/2021,40,100
"$679,800 ",2,1,728,2109 652 Whiting Way,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,199,888 ",4,4,2016,168 3105 Dayanee Springs Boulevard,Westwood Plateau,Coquitlam,Townhouse,7/20/2021,,
"$1,599,888 ",6,4,3710,1611 Salal Crescent,Westwood Plateau,Coquitlam,House,7/20/2021,,
"$1,399,900 ",6,3,2830,4943 59 Street,Hawthorne,Delta,House,7/20/2021,80,94
"$1,368,000 ",3,3,2040,6800 Thunderbird Court,Sunshine Hills Woods,Delta,House,7/20/2021,,
"$588,000 ",1,1,870,102 5099 Springs Boulevard,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$1,899,000 ",7,7,4296,11703 89a Avenue,Annieville,Delta,House,7/20/2021,50,110
"$609,000 ",3,2,1113,309 5472 11 Avenue,Tsawwassen Central,Delta,Apt/Condo,7/20/2021,,
"$949,900 ",3,4,1619,13 5377 8a Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$899,900 ",3,3,1420,10 5377 8a Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$1,228,000 ",5,2,2536,5449 Maple Crescent,Delta Manor,Delta,House,7/20/2021,60,100
"$949,900 ",3,4,1619,8 5377 8a Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$1,829,000 ",6,4,4568,3220 Norwood Court,Westwood Plateau,Coquitlam,House,7/20/2021,,
"$1,099,000 ",3,2,1489,3234 Mayne Crescent,New Horizons,Coquitlam,House,7/20/2021,40,97
"$1,438,000 ",3,2,2005,547 Linton Street,Central Coquitlam,Coquitlam,House,7/20/2021,66,156
"$1,459,000 ",3,3,2001,709 Dogwood Street,Coquitlam West,Coquitlam,Duplex,7/20/2021,,
"$429,900 ",1,1,703,206 1189 Westwood Street,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$568,800 ",1,1,682,Ph 613 700 Clarke Road,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$2,880,000 ",5,1,1664,628 Harrison Avenue,Coquitlam West,Coquitlam,House,7/20/2021,66,114
"$1,179,000 ",4,2,1538,3168 Gambier Avenue,New Horizons,Coquitlam,House,7/20/2021,54,100
"$1,350,000 ",6,6,2676,2989 Como Lake Avenue,Meadow Brook,Coquitlam,House,7/20/2021,,
"$1,520,000 ",5,3,2448,1504 54th Street,Cliff Drive,Delta,House,7/20/2021,75,130
"$669,900 ",2,2,1067,119 1792 Starling Drive,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$1,375,000 ",6,3,2112,11512 94a Avenue,Annieville,Delta,House,7/20/2021,66,133
"$3,288,000 ",9,9,7692,817 Cottonwood Avenue,Coquitlam West,Coquitlam,House,7/20/2021,,
"$1,650,000 ",4,4,1787,735 Smith Avenue,Coquitlam West,Coquitlam,Duplex,7/20/2021,,
"$1,849,888 ",9,6,5160,800-802 Lillian Street,Harbour Chines,Coquitlam,Multifamily,7/20/2021,92,105
"$1,650,000 ",4,4,1787,739 Smith Avenue,Coquitlam West,Coquitlam,Duplex,7/20/2021,,
"$1,199,880 ",4,4,2228,24287 101a Avenue,Albion,Maple Ridge,House,7/20/2021,,
"$1,375,000 ",4,2,1980,20648 Tyner Avenue,Northwest Maple Ridge,Maple Ridge,House,7/20/2021,79,147
"$925,000 ",3,2,1324,22543 123 Avenue,East Central Maple Ridge,Maple Ridge,House,7/20/2021,85,100
"$1,388,800 ",6,4,2992,24635 105a Avenue,Albion,Maple Ridge,House,7/20/2021,,
"$545,000 ",1,1,672,1703 280 Ross Drive,Fraserview,New Westminster,Apt/Condo,7/20/2021,,
"$875,000 ",3,2,1050,807 258 Nelson's Court,Sapperton,New Westminster,Apt/Condo,7/20/2021,,
"$1,049,000 ",2,2,1121,2102 668 Columbia Street,New Westminster Quay,New Westminster,Apt/Condo,7/20/2021,,
"$1,888,888 ",5,3,2468,524 E Columbia Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$250,000 ",1,1,570,214 910 Fifth Avenue,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$469,800 ",2,1,836,104 230 Mowat Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$1,099,999 ",4,3,2572,21759 117 Avenue,West Central Maple Ridge,Maple Ridge,House,7/20/2021,70,156
"$429,900 ",2,2,1141,404 22233 River Road,West Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$2,498,000 ",5,6,3191,21944 128 Avenue,West Central Maple Ridge,Maple Ridge,House,7/20/2021,228,356
"$1,250,000 ",3,1,1356,24340 102 Avenue,Albion,Maple Ridge,House,7/20/2021,,
"$1,250,000 ",3,1,1473,24360 102 Avenue,Albion,Maple Ridge,House,7/20/2021,,
"$799,900 ",0,,,11778 Burnett Street,East Central Maple Ridge,Maple Ridge,Land/Lot,7/20/2021,41,106
"$799,900 ",0,,,11782 Burnett Street,East Central Maple Ridge,Maple Ridge,Land/Lot,7/20/2021,41,106
"$739,000 ",2,2,1151,1602 888 Carnarvon Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$548,800 ",3,2,1224,1607 320 Royal Avenue,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$1,399,999 ",4,4,3200,1222 Pretty Court,Queensborough,New Westminster,House,7/20/2021,,
"$999,000 ",0,,,1905 River Drive,North Arm,New Westminster,Land/Lot,7/20/2021,53,125
"$699,000 ",2,3,1223,117 85 Eighth Avenue,Glenbrooke North,New Westminster,Townhouse,7/20/2021,,
"$1,666,880 ",3,1,2008,232 Dawe St Street,Queensborough,New Westminster,House,7/20/2021,49,175
"$1,128,800 ",4,3,2775,23225 124 Avenue,East Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$2,499,000 ",4,4,2823,24852 Ferguson Avenue,Websters Corners,Maple Ridge,House,7/20/2021,,
"$1,150,000 ",5,2,1940,11745 Graves Street,Southwest Maple Ridge,Maple Ridge,House,7/20/2021,60,120
"$1,880,000 ",2,1,995,12192 227 Street,East Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,880,000 ",3,2,1302,12178 227 Street,East Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,599,900 ",3,2,2000,12031 Mcnutt Road,Northeast Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,399,900 ",5,3,2728,11672 203 Street,Southwest Maple Ridge,Maple Ridge,House,7/20/2021,64,130
"$699,800 ",4,3,2235,53 23151 Haney Bypass,East Central Maple Ridge,Maple Ridge,Townhouse,7/20/2021,,
"$650,000 ",2,2,998,903 615 Hamilton Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$1,899,000 ",2,3,3300,647 Ewen Avenue,Queensborough,New Westminster,House,7/20/2021,80,120
"$889,000 ",2,2,948,2802 988 Quayside Drive,New Westminster Quay,New Westminster,Apt/Condo,7/20/2021,,
"$899,900 ",2,2,1366,406 549 Columbia Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$699,000 ",2,2,997,1408 14 Begbie Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$644,800 ",1,1,677,1204 813 Carnarvon Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$1,999,999 ",7,4,2553,443 Rousseau Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$669,800 ",3,2,1180,29 12227 Skillen Street,Northwest Maple Ridge,Maple Ridge,Townhouse,7/20/2021,,
"$1,499,000 ",6,2,2820,319 Archer Street,The Heights,New Westminster,House,7/20/2021,63,124
"$899,900 ",3,3,1420,7 5377 8a Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$879,900 ",3,3,1420,6 5377 8a Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$979,900 ",3,4,1802,16 5377 8a Avenue,Tsawwassen Central,Delta,Townhouse,7/20/2021,,
"$2,299,000 ",4,4,2944,215 54a Street,Pebble Hill,Delta,House,7/20/2021,0,0
"$1,099,000 ",6,2,2046,9055 112a Street,Annieville,Delta,House,7/20/2021,81,90
"$1,998,000 ",3,4,3062,677 English Bluff Road,English Bluff,Delta,House,7/20/2021,66,265
"$1,500,000 ",4,3,2010,11770 72 Avenue,Sunshine Hills Woods,Delta,House,7/20/2021,68,115
"$1,450,000 ",3,3,2156,5596 Wallace Avenue,Pebble Hill,Delta,House,7/20/2021,67,0
"$2,300,000 ",1,1,1316,700 Regan Avenue,Coquitlam West,Coquitlam,House,7/20/2021,,
"$525,000 ",2,2,973,113 3085 Primrose Lane,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$649,999 ",2,2,962,210 3105 Lincoln Avenue,New Horizons,Coquitlam,Apt/Condo,7/20/2021,,
"$1,250,000 ",3,3,1959,283 Tenby Street,Coquitlam West,Coquitlam,Duplex,7/20/2021,,
"$1,350,000 ",5,3,2971,2823 Rambler Way,Scott Creek,Coquitlam,House,7/20/2021,,
"$849,800 ",3,3,1298,109 1331 Hachey Avenue,Maillardville,Coquitlam,Townhouse,7/20/2021,,
"$688,000 ",2,3,1420,102 1148 Heffley Crescent,North Coquitlam,Coquitlam,Townhouse,7/20/2021,,
"$1,299,000 ",4,2,1574,5154 47 Avenue,Ladner Elementary,Delta,House,7/20/2021,64,108
"$1,575,000 ",3,3,2662,6597 Faber Crescent,Sunshine Hills Woods,Delta,House,7/20/2021,,
"$2,690,000 ",7,5,5260,11713 Summit Crescent,Sunshine Hills Woods,Delta,House,7/20/2021,80,142
"$618,000 ",2,3,1344,2 4925 Elliott Street,Ladner Elementary,Delta,Townhouse,7/20/2021,,
"$1,299,000 ",5,3,1880,11298 78b Avenue,Scottsdale,Delta,House,7/20/2021,66,110
"$2,098,000 ",8,7,4643,11035 81a Avenue,Nordel,Delta,House,7/20/2021,66,100
"$2,200,000 ",4,4,2188,222 66 Street,Boundary Beach,Delta,House,7/20/2021,50,94
"$329,900 ",2,1,929,284c 8635 120 Street,Annieville,Delta,Apt/Condo,7/20/2021,,
"$538,000 ",1,1,530,1505 450 Westview Street,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$729,000 ",3,2,1090,316 3097 Lincoln Avenue,New Horizons,Coquitlam,Apt/Condo,7/20/2021,,
"$1,899,000 ",3,3,2105,1579 Eden Avenue,Central Coquitlam,Coquitlam,House,7/20/2021,70,104
"$839,000 ",2,2,948,2906 567 Clark Road,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,588,800 ",7,4,4420,347 Balfour Drive,Coquitlam East,Coquitlam,House,7/20/2021,,
"$1,099,900 ",2,2,1100,2903 570 Emerson Street,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,100,000 ",3,3,1573,Unit 4 3503 Gislason Avenue,Burke Mountain,Coquitlam,Townhouse,7/20/2021,,
"$1,600,000 ",4,3,1638,915 A Roderick Avenue,Maillardville,Coquitlam,Duplex,7/20/2021,66,122
"$599,000 ",2,2,1291,210 3176 Plateau Boulevard,Westwood Plateau,Coquitlam,Apt/Condo,7/20/2021,,
"$614,000 ",2,2,927,409 1892 Starling Drive,Tsawwassen North,Delta,Apt/Condo,7/20/2021,,
"$1,389,900 ",5,2,2404,5565 8a Avenue,Tsawwassen Central,Delta,House,7/20/2021,124,66
"$2,688,000 ",5,6,5598,918 English Bluff Road,Tsawwassen Central,Delta,House,7/20/2021,75,115
"$1,849,000 ",6,2,2878,1049 Charland Avenue,Central Coquitlam,Coquitlam,House,7/20/2021,66,122
"$569,000 ",1,1,651,302 700 Clarke Road,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$728,800 ",2,2,813,2709 567 Clarke Road,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$749,900 ",2,2,920,413 603 Regan Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$2,399,000 ",5,5,4772,13055 253a Street,Websters Corners,Maple Ridge,House,7/20/2021,,
"$84,800 ",1,1,720,21 21163 Lougheed Highway,Southwest Maple Ridge,Maple Ridge,Mfd/Mobile Home,7/20/2021,,
"$1,399,000 ",2,1,1700,13493 232 Street,Silver Valley,Maple Ridge,House,7/20/2021,150,292
"$1,649,800 ",3,2,2216,21730 River Road,West Central Maple Ridge,Maple Ridge,House,7/20/2021,,
"$1,398,800 ",5,5,3204,11195 241a Street,Cottonwood,Maple Ridge,House,7/20/2021,41,100
"$1,500,000 ",4,2,2104,21548 121 Avenue,West Central Maple Ridge,Maple Ridge,House,7/20/2021,80,174
"$1,600,000 ",4,2,2058,13292 232 Street,Silver Valley,Maple Ridge,House,7/20/2021,,
"$1,448,800 ",4,4,3522,7 24850 106 Avenue,Albion,Maple Ridge,House,7/20/2021,,
"$1,549,000 ",5,6,3821,11096 241a Street,Albion,Maple Ridge,House,7/20/2021,38,141
"$2,780,000 ",5,5,4309,11580 248 Street,Websters Corners,Maple Ridge,House,7/20/2021,242,593
"$1,350,000 ",4,2,1770,453 Rousseau Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$1,350,000 ",3,1,1700,451 Rousseau Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$1,350,000 ",4,2,1160,445 Rousseau Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$1,350,000 ",2,1,993,447 Rousseau Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$1,350,000 ",5,2,2013,441 Rousseau Street,Sapperton,New Westminster,House,7/20/2021,45,113
"$999,000 ",2,2,1400,Ph05 892 Carnarvon Street,Downtown New West,New Westminster,Apt/Condo,7/20/2021,,
"$450,000 ",1,1,603,103 530 Ninth Street,Uptown,New Westminster,Apt/Condo,7/20/2021,,
"$419,900 ",1,1,893,209 12148 224 Street,East Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$438,900 ",1,1,646,406 11703 Fraser Street,East Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$519,900 ",2,2,845,212 11703 Fraser Street,East Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$434,900 ",1,1,687,304 11703 Fraser Street,East Central Maple Ridge,Maple Ridge,Apt/Condo,7/20/2021,,
"$1,500,000 ",5,4,2434,11945 Hall Street,West Central Maple Ridge,Maple Ridge,House,7/20/2021,70,145
